70.7107  -20   40
90.7107  -20   80
90.7107   20   80
70.7107   20   40
#

70.7107  -20   40
90.7107  -20    0
90.7107   20    0
70.7107   20   40
#

70.7107  -20   40
50.7107  -20    0
50.7107   20    0
70.7107   20   40
#

70.7107  -20   40
50.7107  -20   80
50.7107   20   80
70.7107   20   40
#

70.7107  -20   40
90.7107  -20   80
90.7107   20   80
70.7107   20   40
#

