   25   10   65
   15   10  105
   15  -10  105
   25  -10   65
#

   25   10   65
   15   10   25
   15  -10   25
   25  -10   65
#

   25   10   65
   35   10   25
   35  -10   25
   25  -10   65
#

   25   10   65
   35   10  105
   35  -10  105
   25  -10   65
#

   25   10   65
   15   10  105
   15  -10  105
   25  -10   65
#

